customer_id,age,gender,marital_status,city,education_level,employment_status,income,credit_score,years_employed,loan_amount,loan_term_months,existing_debt,previous_loans,late_payments,monthly_expenses,savings_balance,debt_to_income_ratio,loan_purpose,default_probability,loan_default
555,25,Female,Single,Jaipur,Master,Self-Employed,2229318,815,0,75952,84,71182,9,1,117502,491207,0.03,Home,0.036,0
556,26,Female,Single,Bengaluru,High School,Salaried,2376159,799,2,731882,120,1424211,3,8,108296,1136245,0.6,Business,0.411,0
557,23,Male,Married,Hyderabad,Bachelor,Salaried,1314731,750,2,2456709,24,126701,3,3,58258,1783225,0.1,Home,0.09,0
558,55,Female,Married,Mumbai,Master,Business,2741177,813,29,1266795,120,185084,8,11,63582,650812,0.07,Car,0.26,0
559,40,Female,Single,Varanasi,Master,Business,1946232,700,18,869081,12,1008069,5,3,63154,463603,0.52,Business,0.223,0
560,40,Female,Married,Jaipur,High School,Self-Employed,354480,585,12,178376,84,921408,0,3,149313,1797161,2.6,Home,0.686,1
561,32,Male,Single,Delhi,Bachelor,Salaried,1573404,506,7,645401,24,49951,7,8,126127,1082797,0.03,Car,0.552,1
562,61,Male,Single,Kolkata,Bachelor,Business,2799264,725,39,1834031,24,356551,2,4,146333,372139,0.13,Personal,0.256,0
563,44,Male,Single,Hyderabad,Master,Self-Employed,277640,549,19,1717820,24,216134,9,10,141650,2175764,0.78,Business,0.671,1
564,43,Female,Single,Mumbai,Master,Self-Employed,1149687,431,17,833467,120,297278,8,5,28455,1762283,0.26,Business,0.515,0
565,38,Female,Married,Kolkata,Bachelor,Salaried,661721,728,4,2157567,84,356725,7,1,19131,1686065,0.54,Education,0.075,0
566,21,Male,Married,Mumbai,Bachelor,Salaried,1574512,364,0,357891,84,1193949,1,7,41207,1677403,0.76,Home,0.597,1
567,28,Male,Married,Pune,Bachelor,Business,2990116,536,4,252026,36,282546,5,3,73937,626054,0.09,Car,0.268,1
568,28,Female,Single,Chennai,Bachelor,Student,1965070,759,0,2156106,84,399935,3,11,44602,175545,0.2,Education,0.325,1
569,40,Male,Married,Kolkata,Bachelor,Salaried,2109256,790,15,756166,120,568268,8,4,54168,745586,0.27,Education,0.332,0
570,25,Male,Married,Bengaluru,Master,Salaried,2203246,421,1,1304447,120,479299,0,0,47538,334781,0.22,Personal,0.27,0
571,61,Male,Single,Jaipur,Master,Salaried,693104,784,34,171148,48,1434245,8,6,79599,2243376,2.07,Personal,0.643,1
572,29,Male,Single,Hyderabad,Bachelor,Salaried,367725,641,5,2149954,120,1081479,0,0,27679,2079365,2.94,Education,0.517,0
573,47,Male,Married,Hyderabad,Master,Salaried,1247942,679,19,159664,24,356072,1,7,81307,2289130,0.29,Car,0.228,0
574,33,Female,Single,Chennai,High School,Self-Employed,344852,384,0,2121348,24,833936,8,2,25981,2058633,2.42,Home,0.77,1
575,24,Male,Single,Delhi,Bachelor,Self-Employed,2217128,495,2,2172606,84,188415,0,1,137537,1152873,0.08,Business,0.287,1
576,24,Male,Single,Jaipur,High School,Salaried,530989,650,0,1122268,60,1240180,9,5,109501,887054,2.34,Home,0.716,0
577,42,Female,Single,Mumbai,Bachelor,Salaried,2839084,376,8,513469,48,1243978,9,0,47844,412914,0.44,Car,0.427,0
578,60,Male,Single,Pune,Master,Business,2492656,459,39,1994165,12,175127,2,8,98384,2472389,0.07,Education,0.615,0
579,53,Female,Single,Bengaluru,PhD,Self-Employed,1675386,798,24,1239114,24,22549,8,1,85117,810276,0.01,Home,0.01,0
580,51,Male,Divorced,Hyderabad,Bachelor,Business,908695,373,25,1272631,48,1304908,9,6,104545,308665,1.44,Home,0.834,1
581,49,Male,Married,Pune,Bachelor,Business,1467111,643,19,1191525,120,1158351,1,8,72629,75613,0.79,Personal,0.348,1
582,40,Male,Married,Mumbai,Bachelor,Salaried,2524904,628,13,842401,84,1367512,2,9,137711,1337629,0.54,Car,0.387,1
583,52,Male,Single,Hyderabad,Master,Self-Employed,2041742,392,32,937622,120,1485651,8,5,120155,1628886,0.73,Education,0.667,0
584,61,Male,Married,Mumbai,Bachelor,Salaried,2555805,485,40,1813602,12,474017,9,6,18324,934304,0.19,Car,0.601,1
585,44,Male,Divorced,Kolkata,Master,Self-Employed,1835856,720,23,747945,60,115248,1,5,117704,1750423,0.06,Car,0.244,0
586,48,Female,Single,Hyderabad,Bachelor,Salaried,412523,568,20,1091414,120,1201661,3,11,76013,85876,2.91,Home,0.882,1
587,29,Male,Married,Varanasi,High School,Salaried,2702933,700,4,168538,36,1303809,5,4,105436,59380,0.48,Business,0.496,0
588,51,Male,Single,Chennai,Bachelor,Salaried,2426212,383,24,1984113,36,1339610,8,1,144198,1367858,0.55,Car,0.512,0
589,25,Female,Married,Kolkata,Bachelor,Self-Employed,2525071,790,0,1749067,60,1001245,1,4,143531,812994,0.4,Home,0.455,0
590,53,Female,Married,Pune,Bachelor,Salaried,817478,731,22,566823,60,192215,9,1,60656,744458,0.24,Car,0.01,0
591,65,Male,Single,Hyderabad,High School,Business,2029652,607,37,1177875,12,316364,5,8,30989,2374201,0.16,Car,0.257,0
592,40,Female,Married,Jaipur,Master,Salaried,2014387,776,18,2442446,84,96295,3,1,112623,1100465,0.05,Home,0.055,0
593,44,Male,Single,Bengaluru,Bachelor,Business,2098001,406,19,511395,84,32494,7,3,141583,315827,0.02,Car,0.183,0
594,34,Female,Married,Lucknow,Bachelor,Salaried,669185,405,10,1315987,60,710678,7,1,33026,2293576,1.06,Home,0.56,1
595,54,Female,Married,Chennai,Master,Salaried,352730,811,28,361386,84,533719,3,8,25268,693690,1.51,Business,0.521,1
596,60,Male,Single,Lucknow,Bachelor,Business,2751751,747,37,224944,120,230615,1,9,62961,1250452,0.08,Home,0.3,0
597,28,Male,Married,Kolkata,High School,Self-Employed,1353363,425,6,627853,60,1101743,7,0,64255,856907,0.81,Education,0.492,1
598,37,Male,Single,Pune,PhD,Salaried,2811265,770,13,1182694,24,662464,0,4,143231,2432000,0.24,Home,0.294,0
599,37,Female,Married,Mumbai,Master,Self-Employed,1362864,713,6,1104804,36,288159,4,2,149902,2215218,0.21,Personal,0.033,0
600,40,Male,Single,Pune,Bachelor,Salaried,1173491,376,7,1361394,84,594436,3,8,48323,2306989,0.51,Home,0.423,0
601,21,Male,Married,Bengaluru,Master,Business,2157164,657,0,2411419,60,567478,7,6,53323,2090512,0.26,Business,0.374,0
602,33,Male,Divorced,Lucknow,High School,Salaried,959855,428,1,1323109,120,1171100,5,5,37843,1664746,1.22,Car,0.916,0
603,43,Male,Divorced,Kolkata,Bachelor,Student,1941902,540,20,2422203,60,863701,6,9,64187,1071205,0.44,Home,0.743,1
604,45,Female,Single,Hyderabad,Master,Salaried,608205,699,16,256264,120,791843,6,2,28375,762281,1.3,Home,0.385,0
605,55,Female,Single,Chennai,Bachelor,Salaried,1564050,505,28,959974,84,1363370,0,0,95806,1633362,0.87,Personal,0.608,1
606,45,Female,Divorced,Hyderabad,High School,Self-Employed,1725405,723,13,222498,24,930906,7,5,141017,2273590,0.54,Education,0.474,1
607,22,Female,Married,Jaipur,Master,Self-Employed,1695849,730,0,1698667,36,136877,1,7,67584,132662,0.08,Business,0.373,0
608,40,Male,Single,Bengaluru,Master,Business,1581410,802,8,1439794,36,1055003,3,5,110774,1794592,0.67,Business,0.481,1
609,40,Female,Married,Lucknow,Bachelor,Self-Employed,1366961,783,12,174678,84,42856,1,1,88002,2250511,0.03,Personal,0.02,0
610,36,Male,Married,Bengaluru,Master,Business,2554545,757,5,1781331,36,1356473,0,7,122024,1713477,0.53,Education,0.532,1
611,33,Male,Single,Kolkata,Master,Salaried,1334281,556,7,542496,12,180097,7,10,85660,1787589,0.13,Education,0.519,1
612,45,Male,Married,Bengaluru,High School,Salaried,1419963,748,17,961878,48,1199803,3,1,128341,1753342,0.84,Education,0.254,0
613,41,Male,Single,Hyderabad,High School,Business,641181,769,9,1380464,48,83350,3,10,87126,1459123,0.13,Car,0.368,1
614,38,Male,Married,Mumbai,Master,Self-Employed,2554098,431,6,2367836,60,449070,3,8,38591,400598,0.18,Personal,0.536,1
615,65,Male,Single,Varanasi,Bachelor,Business,2359500,369,42,919632,84,816379,2,1,18400,470288,0.35,Business,0.459,0
616,56,Male,Married,Varanasi,Master,Salaried,1453556,497,26,1900603,24,1436913,4,4,118558,769489,0.99,Business,0.897,1
617,27,Male,Married,Kolkata,High School,Self-Employed,2373673,362,0,1237661,12,730190,4,0,80939,2479853,0.31,Education,0.408,1
618,27,Male,Married,Pune,High School,Self-Employed,377926,549,0,1682681,36,935366,0,9,118545,440745,2.47,Car,0.95,1
619,33,Male,Married,Delhi,Bachelor,Salaried,963852,697,1,421611,24,195288,0,5,64706,137539,0.2,Business,0.287,0
620,53,Female,Married,Delhi,Bachelor,Student,1389320,516,29,1893865,48,1076548,5,5,17166,2022755,0.77,Home,0.671,1
621,30,Male,Married,Hyderabad,Master,Business,1480963,614,3,989985,36,195802,6,11,77770,2178556,0.13,Home,0.309,0
622,30,Male,Single,Pune,High School,Business,963518,619,9,2232915,84,68906,0,6,71966,96541,0.07,Car,0.342,0
623,65,Female,Single,Pune,Master,Self-Employed,864984,634,39,2197478,48,1311897,8,3,47942,1554273,1.52,Business,0.463,1
624,62,Male,Single,Lucknow,Bachelor,Salaried,876658,428,36,1368104,48,331302,1,8,24380,248939,0.38,Personal,0.595,1
625,52,Female,Married,Kolkata,High School,Salaried,2167653,362,22,1826926,12,682177,7,2,84788,361036,0.31,Home,0.333,1
626,38,Male,Single,Mumbai,Bachelor,Business,670577,791,18,720298,36,958274,4,6,125374,1047639,1.43,Education,0.563,1
627,49,Male,Married,Pune,Bachelor,Self-Employed,2483039,801,19,1198639,120,970789,7,11,145357,1604148,0.39,Home,0.405,0
628,35,Male,Married,Chennai,Bachelor,Salaried,1619682,749,1,1828538,36,734379,2,10,31715,96436,0.45,Car,0.471,1
629,21,Female,Single,Jaipur,Bachelor,Salaried,2113639,768,0,1049345,84,906876,5,10,59550,1607043,0.43,Business,0.407,0
630,61,Female,Single,Jaipur,Bachelor,Student,2987225,733,27,2375645,120,1169778,0,4,99324,370685,0.39,Education,0.507,1
631,65,Female,Single,Kolkata,Bachelor,Salaried,2540468,754,33,152266,120,1169571,7,0,45778,1638852,0.46,Car,0.17,0
632,23,Male,Single,Bengaluru,Master,Salaried,1918435,759,0,252881,48,761700,5,7,53376,951175,0.4,Car,0.42,1
633,46,Male,Married,Jaipur,High School,Self-Employed,2435576,793,24,1624274,84,253953,5,11,20912,387800,0.1,Education,0.385,1
634,64,Male,Married,Mumbai,Bachelor,Self-Employed,1895584,585,40,1199849,84,681766,7,8,111598,1869040,0.36,Home,0.516,0
635,57,Female,Married,Mumbai,Bachelor,Salaried,1205360,814,34,274929,60,1239406,1,7,39486,850061,1.03,Car,0.588,0
636,62,Female,Single,Pune,Master,Salaried,2115527,630,34,840197,120,1233081,2,11,71551,1690785,0.58,Home,0.5,0
637,56,Female,Single,Bengaluru,Master,Business,2500698,482,33,1724384,12,583136,0,2,40904,1911724,0.23,Business,0.364,0
638,50,Female,Married,Varanasi,PhD,Self-Employed,910316,396,23,1375921,24,1150996,7,11,60817,1735622,1.26,Education,0.826,1
639,43,Male,Married,Varanasi,Bachelor,Self-Employed,1458956,613,11,53334,84,1181379,7,10,96639,1865728,0.81,Car,0.617,1
640,46,Female,Single,Lucknow,Master,Salaried,2843367,688,20,363741,120,656643,3,3,106130,1682195,0.23,Personal,0.069,0
641,21,Female,Married,Varanasi,Master,Self-Employed,311724,776,0,131037,12,2723,6,6,77913,93268,0.01,Education,0.295,1
642,44,Female,Single,Pune,Bachelor,Self-Employed,2575203,522,21,1645307,12,304393,8,10,97658,357636,0.12,Home,0.567,1
643,22,Female,Married,Jaipur,High School,Salaried,1560909,468,0,1951271,36,1029327,1,11,71536,849759,0.66,Home,0.729,0
644,24,Male,Single,Hyderabad,Bachelor,Self-Employed,2357009,724,1,1786681,60,1323983,5,4,82886,189400,0.56,Home,0.443,0
645,58,Male,Married,Bengaluru,High School,Self-Employed,1999089,843,35,1137576,84,251278,4,0,45230,1042749,0.13,Business,0.01,0
646,25,Female,Married,Mumbai,Bachelor,Self-Employed,464588,711,0,1576991,12,153266,1,0,67899,1224327,0.33,Home,0.173,0
647,46,Male,Married,Chennai,Bachelor,Salaried,1689819,454,17,1574889,60,621914,0,2,34533,483889,0.37,Personal,0.367,1
648,52,Female,Married,Pune,Bachelor,Salaried,1182182,544,19,2416868,12,480242,1,6,90649,323286,0.41,Home,0.569,1
649,22,Female,Divorced,Hyderabad,Bachelor,Salaried,708439,476,2,1096047,84,559269,6,7,30590,485704,0.79,Home,0.537,1
650,64,Female,Married,Delhi,Master,Salaried,2460653,382,41,748433,24,1486679,1,0,146139,1537318,0.6,Home,0.46,1
651,39,Female,Married,Jaipur,Bachelor,Self-Employed,1712125,412,8,680711,84,395517,6,9,55237,1372706,0.23,Business,0.51,0
652,43,Female,Single,Jaipur,Master,Salaried,1736945,504,14,1255517,36,1371460,8,2,96375,1262806,0.79,Car,0.424,0
653,63,Male,Married,Jaipur,Master,Self-Employed,638175,552,36,595446,12,1398296,4,3,135351,62933,2.19,Home,0.63,1
654,21,Male,Divorced,Pune,Bachelor,Self-Employed,2158454,782,1,433248,84,1382733,2,4,37228,529303,0.64,Personal,0.385,0
655,26,Male,Divorced,Delhi,Bachelor,Business,2702038,712,0,1698850,84,1308027,0,7,145945,889819,0.48,Education,0.533,0
656,58,Male,Divorced,Mumbai,Master,Business,1489600,816,34,569569,120,1106012,7,0,16796,1494326,0.74,Car,0.095,0
657,35,Female,Married,Delhi,High School,Salaried,2441884,834,3,1442911,48,471652,0,10,63320,1759087,0.19,Car,0.291,0
658,58,Female,Married,Bengaluru,Bachelor,Self-Employed,1125721,643,34,1890526,36,718603,3,11,113412,648248,0.64,Home,0.487,0
659,62,Male,Single,Kolkata,Master,Self-Employed,1646155,469,39,69864,48,42094,7,9,17489,2328330,0.03,Home,0.449,1
660,36,Female,Married,Delhi,Master,Salaried,1725514,663,11,1972284,48,871073,3,0,92144,789689,0.5,Car,0.329,0
661,21,Male,Married,Jaipur,High School,Salaried,1100188,427,0,819060,48,391019,0,2,109732,2488696,0.36,Education,0.313,0
662,51,Male,Married,Pune,Master,Self-Employed,1472630,596,21,2369349,36,619964,6,3,32614,1342936,0.42,Personal,0.263,1
663,56,Male,Married,Jaipur,Bachelor,Salaried,672141,566,31,113449,84,854061,0,9,61571,1041055,1.27,Car,0.796,1
664,27,Female,Married,Lucknow,Master,Salaried,2455155,733,0,2198697,36,1347621,4,0,32413,1836045,0.55,Home,0.281,1
665,32,Female,Married,Delhi,Master,Self-Employed,1481470,391,0,964594,48,191530,3,11,91992,696679,0.13,Business,0.496,1
666,28,Male,Single,Kolkata,Bachelor,Salaried,2802262,450,0,900163,36,838719,8,10,114133,1981742,0.3,Home,0.672,1
667,48,Male,Married,Jaipur,Bachelor,Self-Employed,1526922,686,20,1080127,48,38012,5,6,26160,2358517,0.02,Home,0.281,0
668,53,Female,Single,Jaipur,High School,Salaried,1213424,411,22,1040402,12,1155016,1,0,68280,665488,0.95,Personal,0.61,0
669,22,Female,Married,Delhi,Bachelor,Salaried,2126734,573,0,1204694,24,217432,9,4,34815,1994008,0.1,Home,0.481,1
670,43,Male,Single,Chennai,PhD,Self-Employed,707521,589,12,1638388,60,1050964,4,9,118278,1055076,1.49,Home,0.905,1
671,53,Female,Married,Delhi,Master,Salaried,1583675,763,22,989019,120,657216,0,5,99743,1998878,0.41,Education,0.276,0
672,47,Female,Married,Pune,Bachelor,Salaried,2915157,741,17,1598023,48,73876,5,5,75329,365878,0.03,Home,0.353,1
673,65,Male,Married,Varanasi,High School,Business,2495436,764,31,2153810,12,1167315,9,0,133198,1839203,0.47,Home,0.267,0
674,44,Male,Married,Hyderabad,PhD,Self-Employed,2725933,556,20,1842358,60,1498733,6,5,63200,2091562,0.55,Personal,0.691,1
675,62,Male,Single,Mumbai,Master,Salaried,766503,646,36,1236035,24,764537,5,8,75586,1802665,1,Car,0.614,1
676,63,Male,Married,Hyderabad,Master,Salaried,656175,817,34,172723,120,171014,9,2,138270,110064,0.26,Education,0.01,0
677,29,Female,Married,Jaipur,Bachelor,Business,2641900,516,0,522003,120,1374511,4,5,56652,2372949,0.52,Education,0.753,0
678,56,Male,Married,Bengaluru,Bachelor,Salaried,1636632,824,36,1589252,84,1005516,3,0,81048,2482372,0.61,Personal,0.236,0
679,49,Male,Single,Kolkata,Bachelor,Salaried,1229994,441,29,910099,12,1023457,0,3,26991,1145078,0.83,Personal,0.593,1
680,61,Female,Married,Mumbai,Master,Self-Employed,2227960,601,30,2346655,48,1380589,0,5,24123,1930936,0.62,Home,0.492,1
681,32,Male,Single,Hyderabad,High School,Self-Employed,2133549,560,11,2187851,60,880545,0,3,120404,1904087,0.41,Business,0.529,0
682,34,Female,Married,Varanasi,Bachelor,Self-Employed,2164919,718,6,2429646,120,789590,7,9,60587,1539282,0.36,Car,0.461,0
683,39,Female,Married,Varanasi,Master,Business,2887651,600,6,1387736,24,1090188,6,9,70840,1165701,0.38,Personal,0.402,1
684,65,Male,Married,Delhi,Bachelor,Salaried,377027,617,45,1299222,24,1214980,6,7,62585,1278000,3.22,Car,0.67,0
685,65,Male,Married,Pune,Bachelor,Self-Employed,2759783,832,40,272828,36,535767,2,11,109347,129910,0.19,Business,0.304,0
686,57,Female,Divorced,Kolkata,Bachelor,Salaried,2050508,550,30,2038275,84,867625,8,3,33408,1509962,0.42,Home,0.534,1
687,23,Female,Married,Mumbai,Master,Salaried,2657857,794,0,1048699,120,459474,4,3,119220,1830735,0.17,Home,0.055,0
688,25,Female,Single,Kolkata,Bachelor,Salaried,638782,460,0,454294,24,235303,8,2,106130,960690,0.37,Education,0.25,0
689,51,Female,Married,Pune,Bachelor,Self-Employed,1450629,641,18,808064,12,810075,4,6,72728,957394,0.56,Car,0.447,0
690,24,Male,Single,Pune,High School,Salaried,1246860,749,2,2342554,84,562586,9,3,103857,1196584,0.45,Home,0.111,0
691,64,Male,Married,Varanasi,Bachelor,Salaried,2837300,802,44,1502189,60,1005000,0,8,134770,1533964,0.35,Car,0.476,1
692,29,Female,Single,Lucknow,Bachelor,Salaried,2387599,490,0,1358642,84,1353854,9,8,76056,2233392,0.57,Education,0.717,0
693,63,Male,Married,Hyderabad,Bachelor,Self-Employed,2941316,669,32,1550727,36,1115937,5,8,54165,336191,0.38,Home,0.439,0
694,36,Female,Married,Mumbai,High School,Salaried,1072023,746,5,243705,48,790025,4,4,31034,132540,0.74,Personal,0.474,0
695,32,Male,Married,Bengaluru,PhD,Salaried,2752120,513,10,1318293,36,305346,2,9,78189,373205,0.11,Car,0.464,0
696,30,Female,Single,Varanasi,Bachelor,Self-Employed,2332165,596,2,1465319,120,617893,6,0,119638,553778,0.26,Personal,0.272,0
697,55,Male,Married,Lucknow,Bachelor,Self-Employed,1708592,468,23,1792055,60,513738,2,5,66943,516242,0.3,Personal,0.575,0
698,23,Male,Married,Mumbai,Master,Self-Employed,394369,509,0,774096,120,426270,5,1,148669,692927,1.08,Home,0.544,1
699,47,Female,Single,Hyderabad,High School,Salaried,1612834,580,16,167088,84,660016,1,6,19717,2430418,0.41,Car,0.437,0
700,41,Male,Married,Bengaluru,High School,Salaried,1826926,573,10,1280598,12,181049,9,9,42330,142623,0.1,Education,0.598,0
701,45,Female,Married,Delhi,Master,Salaried,588522,495,18,512788,120,509420,5,9,31888,2246943,0.87,Home,0.833,1
702,32,Male,Married,Mumbai,PhD,Salaried,1591118,601,2,1116525,36,803929,1,3,70313,1400024,0.51,Car,0.128,0
703,23,Male,Divorced,Lucknow,High School,Salaried,637318,402,1,2071313,60,1310934,4,8,42942,1766466,2.06,Home,0.886,1
704,41,Male,Married,Chennai,Bachelor,Salaried,326379,645,20,792142,120,592883,2,5,60031,2486697,1.82,Education,0.539,0
705,35,Female,Divorced,Chennai,Bachelor,Salaried,2818923,454,3,89470,48,1258641,4,3,112276,260304,0.45,Car,0.475,1
706,56,Female,Married,Delhi,Master,Salaried,1980994,617,29,131991,36,945976,0,9,74760,1262750,0.48,Education,0.474,0
707,36,Male,Married,Bengaluru,Bachelor,Business,515638,816,15,1844551,24,332880,5,5,45335,672237,0.65,Personal,0.433,1
708,35,Male,Single,Kolkata,Bachelor,Salaried,501850,460,3,237410,120,288265,5,3,87206,1731020,0.57,Personal,0.287,0
709,38,Male,Married,Hyderabad,Bachelor,Salaried,1874958,705,7,1797169,84,791903,6,4,137947,2293865,0.42,Home,0.552,1
710,22,Female,Married,Bengaluru,Master,Salaried,2238626,391,0,1294374,24,10108,9,3,35417,726290,0,Car,0.275,0
711,43,Male,Single,Lucknow,Bachelor,Salaried,2425271,374,15,1174255,24,248046,5,10,139246,1266226,0.1,Personal,0.492,0
712,58,Male,Married,Delhi,Master,Salaried,978237,732,38,262222,36,479804,3,11,149365,1154978,0.49,Education,0.293,0
713,43,Female,Single,Mumbai,Bachelor,Salaried,1689819,842,13,1508429,24,112795,8,5,44289,702650,0.07,Car,0.28,0
714,43,Female,Married,Varanasi,Master,Salaried,2941152,709,23,2352801,24,807171,6,2,37443,425423,0.27,Home,0.287,0
715,43,Male,Married,Hyderabad,Bachelor,Self-Employed,1975360,579,21,1348737,84,567536,3,1,91477,752752,0.29,Personal,0.259,1
716,31,Male,Married,Bengaluru,Bachelor,Business,2369426,810,8,797928,120,1061834,4,1,57746,140126,0.45,Home,0.161,0
717,25,Male,Divorced,Varanasi,Master,Self-Employed,369469,370,0,1687464,48,380801,4,6,133988,1280850,1.03,Home,0.79,1
718,62,Female,Single,Mumbai,Bachelor,Salaried,473809,372,32,2010710,84,182335,8,3,147796,659455,0.38,Home,0.402,0
719,56,Male,Married,Kolkata,Master,Salaried,655413,628,28,2282931,12,582748,5,2,118957,453100,0.89,Personal,0.258,0
720,54,Female,Single,Lucknow,Bachelor,Salaried,2591176,826,33,1665276,24,1301713,4,7,48400,1615943,0.5,Car,0.53,1
721,23,Female,Married,Hyderabad,Master,Salaried,1102703,737,0,1388938,60,1429606,7,8,30218,1752308,1.3,Education,0.676,1
722,39,Male,Married,Lucknow,Bachelor,Salaried,2100567,435,17,1552049,60,199534,3,1,70280,933902,0.09,Business,0.356,0
723,21,Male,Married,Jaipur,Bachelor,Salaried,1564502,684,0,1162755,36,719575,3,1,65892,55050,0.46,Home,0.144,1
724,36,Male,Single,Chennai,Bachelor,Salaried,2698156,605,3,95077,60,481348,4,4,122626,1426233,0.18,Home,0.264,0
725,25,Male,Married,Pune,High School,Salaried,2293638,767,0,71366,12,380733,7,10,129394,1759689,0.17,Home,0.154,0
726,24,Male,Divorced,Jaipur,Master,Salaried,845637,736,2,1690638,12,599836,4,6,47447,2174317,0.71,Car,0.336,1
727,41,Female,Married,Varanasi,PhD,Business,800696,795,15,1422405,120,776951,5,4,47167,96133,0.97,Home,0.558,1
728,33,Male,Married,Mumbai,Bachelor,Self-Employed,2980206,556,13,763752,60,1443838,3,6,80926,1564334,0.48,Car,0.67,1
729,64,Male,Divorced,Kolkata,PhD,Business,407303,505,40,2047610,36,316229,5,11,32719,1516646,0.78,Education,0.716,1
730,53,Male,Single,Kolkata,Bachelor,Self-Employed,1627121,564,27,1588272,36,378836,7,7,139465,1026312,0.23,Car,0.63,1
731,36,Male,Single,Hyderabad,Master,Salaried,2269873,751,14,1544428,12,1344160,3,5,36057,1277946,0.59,Car,0.498,0
732,24,Male,Single,Mumbai,Master,Salaried,2535891,687,0,2421712,120,303486,2,2,138490,1075732,0.12,Home,0.08,0
733,50,Female,Single,Mumbai,High School,Salaried,592907,554,18,1732779,84,79628,9,4,18087,1330929,0.13,Home,0.656,1
734,37,Female,Single,Mumbai,Bachelor,Self-Employed,2758163,388,15,867656,12,1405892,9,10,33524,2027307,0.51,Personal,0.753,1
735,38,Male,Single,Bengaluru,Master,Salaried,1841061,583,13,1620893,36,68862,5,5,119189,2086781,0.04,Business,0.613,1
736,47,Male,Single,Bengaluru,High School,Salaried,1639274,617,16,366293,24,210636,4,1,44606,1943231,0.13,Education,0.077,0
737,39,Male,Single,Chennai,PhD,Business,2712774,711,15,2314290,84,1363854,0,8,116523,511016,0.5,Personal,0.557,1
738,54,Male,Single,Mumbai,Bachelor,Salaried,544605,756,31,1462261,60,1117054,2,5,28172,1322376,2.05,Home,0.671,1
739,60,Male,Married,Chennai,Master,Self-Employed,1561708,717,38,936249,48,858546,9,6,64643,1027835,0.55,Home,0.489,0
740,54,Female,Married,Jaipur,Master,Business,1092805,587,23,213793,24,488352,3,11,70851,1615937,0.45,Home,0.519,1
741,65,Male,Married,Lucknow,Master,Business,2310760,762,31,1904668,60,804428,7,5,107674,1653587,0.35,Education,0.467,0
742,34,Male,Married,Chennai,Bachelor,Salaried,2710078,589,8,1084465,24,1427256,8,2,90137,283505,0.53,Business,0.461,0
743,34,Male,Married,Delhi,High School,Salaried,1773456,691,5,652707,36,234457,8,4,134290,2326828,0.13,Home,0.315,0
744,35,Male,Single,Mumbai,Master,Business,373126,573,11,639272,60,1105907,3,6,60664,2133954,2.96,Business,0.918,1
745,29,Male,Single,Jaipur,High School,Salaried,2551391,732,7,2081734,60,1343281,5,5,129079,2353193,0.53,Car,0.565,0
746,28,Male,Single,Lucknow,Bachelor,Student,995338,453,0,702315,48,981814,9,5,126849,2441691,0.99,Education,0.891,1
747,29,Female,Single,Lucknow,Master,Salaried,704896,699,6,1121091,24,882838,2,5,35645,2401697,1.25,Education,0.622,1
748,53,Male,Married,Kolkata,Bachelor,Salaried,673644,667,29,1317891,36,1254353,5,8,136640,893875,1.86,Car,0.612,0
749,43,Female,Single,Lucknow,Bachelor,Salaried,2903975,616,16,885131,48,422723,1,4,144224,1078454,0.15,Business,0.29,0
750,32,Male,Single,Hyderabad,Master,Student,1559849,613,9,1381985,60,307773,9,6,75331,460569,0.2,Home,0.26,0
751,50,Male,Single,Varanasi,PhD,Salaried,902635,371,20,424081,24,257167,3,1,83572,1050371,0.28,Education,0.245,0
752,42,Male,Married,Hyderabad,Bachelor,Salaried,2975973,665,14,292533,12,506320,6,10,80685,2473739,0.17,Car,0.279,0
753,21,Male,Single,Mumbai,High School,Self-Employed,2902163,702,0,1996062,36,106455,1,10,24626,2353405,0.04,Home,0.342,1
754,61,Male,Married,Bengaluru,Bachelor,Student,2153581,591,37,1680372,48,948117,3,6,63499,2299917,0.44,Education,0.741,0
755,37,Male,Married,Pune,Master,Salaried,1541523,811,4,2303807,24,1029237,1,11,24700,847722,0.67,Home,0.508,1
756,21,Male,Married,Varanasi,Bachelor,Salaried,534970,527,0,2249162,84,1314770,7,4,26405,127821,2.46,Business,0.95,1
757,29,Female,Married,Bengaluru,High School,Student,2252596,649,0,2349532,24,442634,9,8,131972,893741,0.2,Personal,0.356,1
758,59,Male,Single,Jaipur,Bachelor,Self-Employed,1271350,545,33,2069583,36,1114230,5,9,98907,492861,0.88,Home,0.877,1
759,49,Female,Married,Delhi,High School,Business,2106848,525,17,1252526,24,886769,3,2,109227,1234180,0.42,Car,0.452,0
760,54,Male,Married,Delhi,Master,Salaried,2775044,824,33,1291296,84,895449,9,5,136998,2386412,0.32,Personal,0.452,0
761,35,Female,Married,Kolkata,Master,Business,2674247,392,13,374149,36,1363084,5,5,99948,2389953,0.51,Education,0.716,1
762,50,Male,Married,Lucknow,High School,Student,305340,463,19,103051,60,189121,4,1,87289,1539576,0.62,Personal,0.298,0
763,34,Male,Married,Delhi,Master,Business,352154,461,5,1429021,84,69024,9,2,22915,1556287,0.2,Home,0.317,1
764,39,Male,Single,Hyderabad,Bachelor,Self-Employed,2495791,533,6,1189605,12,464430,2,4,15690,2417506,0.19,Home,0.52,1
